skill	content
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 58^circ ∠bac=58 green angle ajk = 56^circ ∠ajk=56 ∘ what is blue angle aih = ? ^circ ∘ a b c h j i k blue angle aih = ? green 56^circ 56 ∘ purple 58^circ 58 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 58^circ ∠bac=58 green angle ajk = 56^circ ∠ajk=56 ∘ what is blue angle aih = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 61^circ ∠gcj=61 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 61^circ 61 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 61^circ ∠gcj=61 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 65^circ ∠bac=65 green angle ahi = 56^circ ∠ahi=56 ∘ what is blue angle akj = ? ^circ ∘ a b c h j i k blue angle akj = ? green 56^circ 56 ∘ purple 65^circ 65 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 65^circ ∠bac=65 green angle ahi = 56^circ ∠ahi=56 ∘ what is blue angle akj = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 57^circ ∠akj=57 green angle ahi = 61^circ ∠ahi=61 ∘ what is blue angle bac = ? ^circ ∘ a b c h j i k blue angle bac = ? purple 57^circ 57 ∘ green 61^circ 61 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 57^circ ∠akj=57 green angle ahi = 61^circ ∠ahi=61 ∘ what is blue angle bac = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 69^circ ∠abc=69 green angle dab = 138^circ ∠dab=138 ∘ what is blue angle acb ? ^circ ∘ a b c d green 138^circ 138 ∘ purple 69^circ 69 ∘ blue angle acb = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 69^circ ∠abc=69 green angle dab = 138^circ ∠dab=138 ∘ what is blue angle acb ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 67^circ ∠akj=67 green angle ahi = 60^circ ∠ahi=60 ∘ what is blue angle bac = ? ^circ ∘ a b c h j i k blue angle bac = ? purple 67^circ 67 ∘ green 60^circ 60 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 67^circ ∠akj=67 green angle ahi = 60^circ ∠ahi=60 ∘ what is blue angle bac = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 19^circ ∠dgf=19 what is blue angle bge = ? ^circ ∘ a b c d e f g green 19^circ 19 ∘ blue angle bge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 19^circ ∠dgf=19 what is blue angle bge = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 67^circ ∠agf=67 what is blue angle cge = ? ^circ ∘ a b c d e f g green 67^circ 67 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 67^circ ∠agf=67 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 65^circ ∠iak=65 what is blue angle gcj = ? ^circ ∘ d e f g i j k l a b c green 65^circ 65 ∘ blue angle gcj = ? note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 65^circ ∠iak=65 what is blue angle gcj = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 55^circ ∠bac=55 green angle ahi = 67^circ ∠ahi=67 ∘ what is blue angle akj = ? ^circ ∘ a b c h j i k blue angle akj = ? green 67^circ 67 ∘ purple 55^circ 55 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 55^circ ∠bac=55 green angle ahi = 67^circ ∠ahi=67 ∘ what is blue angle akj = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 69^circ ∠iak=69 what is blue angle gcj = ? ^circ ∘ d e f g i j k l a b c green 69^circ 69 ∘ blue angle gcj = ? note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 69^circ ∠iak=69 what is blue angle gcj = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 29^circ ∠cge=29 what is blue angle agf = ? ^circ ∘ a b c d e f g green 29^circ 29 ∘ blue angle agf = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 29^circ ∠cge=29 what is blue angle agf = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 32^circ ∠cge=32 what is blue angle agf = ? ^circ ∘ a b c d e f g green 32^circ 32 ∘ blue angle agf = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 32^circ ∠cge=32 what is blue angle agf = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 80^circ ∠agf=80 what is blue angle cge = ? ^circ ∘ a b c d e f g green 80^circ 80 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 80^circ ∠agf=80 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 70^circ ∠agf=70 what is blue angle cge = ? ^circ ∘ a b c d e f g green 70^circ 70 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 70^circ ∠agf=70 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 68^circ ∠iak=68 what is blue angle gcj = ? ^circ ∘ d e f g i j k l a b c green 68^circ 68 ∘ blue angle gcj = ? note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 68^circ ∠iak=68 what is blue angle gcj = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 57^circ ∠gcj=57 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 57^circ 57 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 57^circ ∠gcj=57 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 61^circ ∠iak=61 what is blue angle gcj = ? ^circ ∘ d e f g i j k l a b c green 61^circ 61 ∘ blue angle gcj = ? note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 61^circ ∠iak=61 what is blue angle gcj = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 68^circ ∠abc=68 green angle acb = 65^circ ∠acb=65 ∘ what is blue angle dab ? ^circ ∘ a b c d green 65^circ 65 ∘ purple 68^circ 68 ∘ blue angle dab = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 68^circ ∠abc=68 green angle acb = 65^circ ∠acb=65 ∘ what is blue angle dab ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 62^circ ∠abc=62 green angle dab = 118^circ ∠dab=118 ∘ what is blue angle acb ? ^circ ∘ a b c d green 118^circ 118 ∘ purple 62^circ 62 ∘ blue angle acb = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 62^circ ∠abc=62 green angle dab = 118^circ ∠dab=118 ∘ what is blue angle acb ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 11^circ ∠cge=11 what is blue angle agf = ? ^circ ∘ a b c d e f g green 11^circ 11 ∘ blue angle agf = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 11^circ ∠cge=11 what is blue angle agf = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 48^circ ∠bac=48 green angle ahi = 68^circ ∠ahi=68 ∘ what is blue angle akj = ? ^circ ∘ a b c h j i k blue angle akj = ? green 68^circ 68 ∘ purple 48^circ 48 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 48^circ ∠bac=48 green angle ahi = 68^circ ∠ahi=68 ∘ what is blue angle akj = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 67^circ ∠gcj=67 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 67^circ 67 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 67^circ ∠gcj=67 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 60^circ ∠gcj=60 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 60^circ 60 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 60^circ ∠gcj=60 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 60^circ ∠abc=60 green angle dab = 117^circ ∠dab=117 ∘ what is blue angle acb ? ^circ ∘ a b c d green 117^circ 117 ∘ purple 60^circ 60 ∘ blue angle acb = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 60^circ ∠abc=60 green angle dab = 117^circ ∠dab=117 ∘ what is blue angle acb ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 46^circ ∠bac=46 green angle ahi = 70^circ ∠ahi=70 ∘ what is blue angle akj = ? ^circ ∘ a b c h j i k blue angle akj = ? green 70^circ 70 ∘ purple 46^circ 46 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 46^circ ∠bac=46 green angle ahi = 70^circ ∠ahi=70 ∘ what is blue angle akj = ? ^circ ∘ ^circ
